timestamp,eventId,teamId,teamLevel,eventType
2016-05-27 23:06:54,0,2,1,end
2016-05-27 23:06:54,1,2,2,start
2016-05-27 23:06:54,2,8,1,end
2016-05-27 23:06:54,3,8,2,start
2016-05-27 23:06:54,4,9,1,end
2016-05-27 23:06:54,5,9,2,start
2016-05-27 23:06:54,6,11,1,end
2016-05-27 23:06:54,7,11,2,start
2016-05-27 23:06:54,8,13,1,end
2016-05-27 23:06:54,9,13,2,start
2016-05-27 23:06:54,10,18,1,end
2016-05-27 23:06:54,11,18,2,start
2016-05-27 23:06:54,12,20,1,end
2016-05-27 23:06:54,13,20,2,start
2016-05-27 23:06:54,14,22,1,end
2016-05-27 23:06:54,15,22,2,start
2016-05-27 23:06:54,16,25,1,end
2016-05-27 23:06:54,17,25,2,start
2016-05-27 23:06:54,18,27,1,end
2016-05-27 23:06:54,19,27,2,start
2016-05-27 23:06:54,20,28,1,end
2016-05-27 23:06:54,21,28,2,start
2016-05-27 23:06:54,22,32,1,end
2016-05-27 23:06:54,23,32,2,start
2016-05-27 23:06:54,24,35,1,end
2016-05-27 23:06:54,25,35,2,start
2016-05-27 23:06:54,26,36,1,end
2016-05-27 23:06:54,27,36,2,start
2016-05-27 23:06:54,28,39,1,end
2016-05-27 23:06:54,29,39,2,start
2016-05-27 23:06:54,30,44,1,end
2016-05-27 23:06:54,31,44,2,start
2016-05-27 23:06:54,32,51,1,end
2016-05-27 23:06:54,33,51,2,start
2016-05-27 23:06:54,34,53,1,end
2016-05-27 23:06:54,35,53,2,start
2016-05-27 23:06:54,36,54,1,end
2016-05-27 23:06:54,37,54,2,start
2016-05-27 23:06:54,38,57,1,end
2016-05-27 23:06:54,39,57,2,start
2016-05-27 23:06:54,40,59,1,end
2016-05-27 23:06:54,41,59,2,start
2016-05-27 23:06:54,42,61,1,end
2016-05-27 23:06:54,43,61,2,start
2016-05-27 23:06:54,44,63,1,end
2016-05-27 23:06:54,45,63,2,start
2016-05-27 23:06:54,46,64,1,end
2016-05-27 23:06:54,47,64,2,start
2016-05-27 23:06:54,48,66,1,end
2016-05-27 23:06:54,49,66,2,start
2016-05-27 23:06:54,50,69,1,end
2016-05-27 23:06:54,51,69,2,start
2016-05-27 23:06:54,52,70,1,end
2016-05-27 23:06:54,53,70,2,start
2016-05-27 23:06:54,54,71,1,end
2016-05-27 23:06:54,55,71,2,start
2016-05-27 23:06:54,56,72,1,end
2016-05-27 23:06:54,57,72,2,start
2016-05-27 23:06:54,58,74,1,end
2016-05-27 23:06:54,59,74,2,start
2016-05-27 23:06:54,60,75,1,end
2016-05-27 23:06:54,61,75,2,start
2016-05-27 23:06:54,62,77,1,end
2016-05-27 23:06:54,63,77,2,start
2016-05-27 23:06:54,64,78,1,end
2016-05-27 23:06:54,65,78,2,start
2016-05-27 23:06:54,66,82,1,end
2016-05-27 23:06:54,67,82,2,start
2016-05-27 23:06:54,68,84,1,end
2016-05-27 23:06:54,69,84,2,start
2016-05-27 23:06:54,70,85,1,end
2016-05-27 23:06:54,71,85,2,start
2016-05-27 23:06:54,72,86,1,end
2016-05-27 23:06:54,73,86,2,start
2016-05-27 23:06:54,74,90,1,end
2016-05-27 23:06:54,75,90,2,start
2016-05-27 23:06:54,76,93,1,end
2016-05-27 23:06:54,77,93,2,start
2016-05-27 23:06:54,78,94,1,end
2016-05-27 23:06:54,79,94,2,start
2016-05-27 23:06:54,80,97,1,end
2016-05-27 23:06:54,81,97,2,start
2016-05-27 23:06:54,82,99,1,end
2016-05-27 23:06:54,83,99,2,start
2016-05-27 23:06:54,84,100,1,end
2016-05-27 23:06:54,85,100,2,start
2016-05-28 03:36:54,86,104,1,end
2016-05-28 03:36:54,87,104,2,start
2016-05-28 21:36:54,88,95,1,end
2016-05-28 21:36:54,89,95,2,start
2016-05-28 21:36:54,90,107,1,end
2016-05-28 21:36:54,91,107,2,start
2016-05-28 22:06:54,92,103,1,end
2016-05-28 22:06:54,93,103,2,start
2016-05-29 12:06:54,94,111,1,end
2016-05-29 12:06:54,95,111,2,start
2016-05-29 14:06:54,96,113,1,end
2016-05-29 14:06:54,97,113,2,start
2016-05-29 15:36:54,98,2,2,end
2016-05-29 15:36:54,99,2,3,start
2016-05-29 15:36:54,100,8,2,end
2016-05-29 15:36:54,101,8,3,start
2016-05-29 15:36:54,102,9,2,end
2016-05-29 15:36:54,103,9,3,start
2016-05-29 15:36:54,104,11,2,end
2016-05-29 15:36:54,105,11,3,start
2016-05-29 15:36:54,106,13,2,end
2016-05-29 15:36:54,107,13,3,start
2016-05-29 15:36:54,108,18,2,end
2016-05-29 15:36:54,109,18,3,start
2016-05-29 15:36:54,110,20,2,end
2016-05-29 15:36:54,111,20,3,start
2016-05-29 15:36:54,112,22,2,end
2016-05-29 15:36:54,113,22,3,start
2016-05-29 15:36:54,114,25,2,end
2016-05-29 15:36:54,115,25,3,start
2016-05-29 15:36:54,116,27,2,end
2016-05-29 15:36:54,117,27,3,start
2016-05-29 15:36:54,118,28,2,end
2016-05-29 15:36:54,119,28,3,start
2016-05-29 15:36:54,120,32,2,end
2016-05-29 15:36:54,121,32,3,start
2016-05-29 15:36:54,122,35,2,end
2016-05-29 15:36:54,123,35,3,start
2016-05-29 15:36:54,124,36,2,end
2016-05-29 15:36:54,125,36,3,start
2016-05-29 15:36:54,126,39,2,end
2016-05-29 15:36:54,127,39,3,start
2016-05-29 15:36:54,128,44,2,end
2016-05-29 15:36:54,129,44,3,start
2016-05-29 15:36:54,130,51,2,end
2016-05-29 15:36:54,131,51,3,start
2016-05-29 15:36:54,132,53,2,end
2016-05-29 15:36:54,133,53,3,start
2016-05-29 15:36:54,134,54,2,end
2016-05-29 15:36:54,135,54,3,start
2016-05-29 15:36:54,136,57,2,end
2016-05-29 15:36:54,137,57,3,start
2016-05-29 15:36:54,138,59,2,end
2016-05-29 15:36:54,139,59,3,start
2016-05-29 15:36:54,140,61,2,end
2016-05-29 15:36:54,141,61,3,start
2016-05-29 15:36:54,142,63,2,end
2016-05-29 15:36:54,143,63,3,start
2016-05-29 15:36:54,144,64,2,end
2016-05-29 15:36:54,145,64,3,start
2016-05-29 15:36:54,146,66,2,end
2016-05-29 15:36:54,147,66,3,start
2016-05-29 15:36:54,148,69,2,end
2016-05-29 15:36:54,149,69,3,start
2016-05-29 15:36:54,150,70,2,end
2016-05-29 15:36:54,151,70,3,start
2016-05-29 15:36:54,152,71,2,end
2016-05-29 15:36:54,153,71,3,start
2016-05-29 15:36:54,154,72,2,end
2016-05-29 15:36:54,155,72,3,start
2016-05-29 15:36:54,156,74,2,end
2016-05-29 15:36:54,157,74,3,start
2016-05-29 15:36:54,158,75,2,end
2016-05-29 15:36:54,159,75,3,start
2016-05-29 15:36:54,160,77,2,end
2016-05-29 15:36:54,161,77,3,start
2016-05-29 15:36:54,162,78,2,end
2016-05-29 15:36:54,163,78,3,start
2016-05-29 15:36:54,164,82,2,end
2016-05-29 15:36:54,165,82,3,start
2016-05-29 15:36:54,166,84,2,end
2016-05-29 15:36:54,167,84,3,start
2016-05-29 15:36:54,168,85,2,end
2016-05-29 15:36:54,169,85,3,start
2016-05-29 15:36:54,170,86,2,end
2016-05-29 15:36:54,171,86,3,start
2016-05-29 15:36:54,172,90,2,end
2016-05-29 15:36:54,173,90,3,start
2016-05-29 15:36:54,174,93,2,end
2016-05-29 15:36:54,175,93,3,start
2016-05-29 15:36:54,176,94,2,end
2016-05-29 15:36:54,177,94,3,start
2016-05-29 15:36:54,178,97,2,end
2016-05-29 15:36:54,179,97,3,start
2016-05-29 15:36:54,180,99,2,end
2016-05-29 15:36:54,181,99,3,start
2016-05-29 15:36:54,182,100,2,end
2016-05-29 15:36:54,183,100,3,start
2016-05-29 20:06:54,184,104,2,end
2016-05-29 20:06:54,185,104,3,start
2016-05-29 22:36:54,186,109,1,end
2016-05-29 22:36:54,187,109,2,start
2016-05-30 11:36:54,188,110,1,end
2016-05-30 11:36:54,189,110,2,start
2016-05-30 14:06:54,190,95,2,end
2016-05-30 14:06:54,191,95,3,start
2016-05-30 14:06:54,192,107,2,end
2016-05-30 14:06:54,193,107,3,start
2016-05-30 14:36:54,194,103,2,end
2016-05-30 14:36:54,195,103,3,start
2016-05-30 20:36:54,196,112,1,end
2016-05-30 20:36:54,197,112,2,start
2016-05-30 21:06:54,198,117,1,end
2016-05-30 21:06:54,199,117,2,start
2016-05-31 04:36:54,200,111,2,end
2016-05-31 04:36:54,201,111,3,start
2016-05-31 06:36:54,202,113,2,end
2016-05-31 06:36:54,203,113,3,start
2016-05-31 11:36:54,204,105,1,end
2016-05-31 11:36:54,205,105,2,start
2016-05-31 11:36:54,206,116,1,end
2016-05-31 11:36:54,207,116,2,start
2016-05-31 14:06:54,208,121,1,end
2016-05-31 14:06:54,209,121,2,start
2016-05-31 14:36:54,210,115,1,end
2016-05-31 14:36:54,211,115,2,start
2016-05-31 15:06:54,212,109,2,end
2016-05-31 15:06:54,213,109,3,start
2016-05-31 17:36:54,214,2,3,end
2016-05-31 17:36:54,215,2,4,start
2016-05-31 17:36:54,216,8,3,end
2016-05-31 17:36:54,217,8,4,start
2016-05-31 17:36:54,218,9,3,end
2016-05-31 17:36:54,219,9,4,start
2016-05-31 17:36:54,220,11,3,end
2016-05-31 17:36:54,221,11,4,start
2016-05-31 17:36:54,222,13,3,end
2016-05-31 17:36:54,223,13,4,start
2016-05-31 17:36:54,224,18,3,end
2016-05-31 17:36:54,225,18,4,start
2016-05-31 17:36:54,226,20,3,end
2016-05-31 17:36:54,227,20,4,start
2016-05-31 17:36:54,228,22,3,end
2016-05-31 17:36:54,229,22,4,start
2016-05-31 17:36:54,230,25,3,end
2016-05-31 17:36:54,231,25,4,start
2016-05-31 17:36:54,232,27,3,end
2016-05-31 17:36:54,233,27,4,start
2016-05-31 17:36:54,234,28,3,end
2016-05-31 17:36:54,235,28,4,start
2016-05-31 17:36:54,236,32,3,end
2016-05-31 17:36:54,237,32,4,start
2016-05-31 17:36:54,238,35,3,end
2016-05-31 17:36:54,239,35,4,start
2016-05-31 17:36:54,240,36,3,end
2016-05-31 17:36:54,241,36,4,start
2016-05-31 17:36:54,242,39,3,end
2016-05-31 17:36:54,243,39,4,start
2016-05-31 17:36:54,244,44,3,end
2016-05-31 17:36:54,245,44,4,start
2016-05-31 17:36:54,246,51,3,end
2016-05-31 17:36:54,247,51,4,start
2016-05-31 17:36:54,248,53,3,end
2016-05-31 17:36:54,249,53,4,start
2016-05-31 17:36:54,250,54,3,end
2016-05-31 17:36:54,251,54,4,start
2016-05-31 17:36:54,252,57,3,end
2016-05-31 17:36:54,253,57,4,start
2016-05-31 17:36:54,254,59,3,end
2016-05-31 17:36:54,255,59,4,start
2016-05-31 17:36:54,256,61,3,end
2016-05-31 17:36:54,257,61,4,start
2016-05-31 17:36:54,258,63,3,end
2016-05-31 17:36:54,259,63,4,start
2016-05-31 17:36:54,260,64,3,end
2016-05-31 17:36:54,261,64,4,start
2016-05-31 17:36:54,262,66,3,end
2016-05-31 17:36:54,263,66,4,start
2016-05-31 17:36:54,264,69,3,end
2016-05-31 17:36:54,265,69,4,start
2016-05-31 17:36:54,266,70,3,end
2016-05-31 17:36:54,267,70,4,start
2016-05-31 17:36:54,268,71,3,end
2016-05-31 17:36:54,269,71,4,start
2016-05-31 17:36:54,270,72,3,end
2016-05-31 17:36:54,271,72,4,start
2016-05-31 17:36:54,272,74,3,end
2016-05-31 17:36:54,273,74,4,start
2016-05-31 17:36:54,274,75,3,end
2016-05-31 17:36:54,275,75,4,start
2016-05-31 17:36:54,276,77,3,end
2016-05-31 17:36:54,277,77,4,start
2016-05-31 17:36:54,278,78,3,end
2016-05-31 17:36:54,279,78,4,start
2016-05-31 17:36:54,280,82,3,end
2016-05-31 17:36:54,281,82,4,start
2016-05-31 17:36:54,282,84,3,end
2016-05-31 17:36:54,283,84,4,start
2016-05-31 17:36:54,284,85,3,end
2016-05-31 17:36:54,285,85,4,start
2016-05-31 17:36:54,286,86,3,end
2016-05-31 17:36:54,287,86,4,start
2016-05-31 17:36:54,288,90,3,end
2016-05-31 17:36:54,289,90,4,start
2016-05-31 17:36:54,290,93,3,end
2016-05-31 17:36:54,291,93,4,start
2016-05-31 17:36:54,292,94,3,end
2016-05-31 17:36:54,293,94,4,start
2016-05-31 17:36:54,294,97,3,end
2016-05-31 17:36:54,295,97,4,start
2016-05-31 17:36:54,296,99,3,end
2016-05-31 17:36:54,297,99,4,start
2016-05-31 17:36:54,298,100,3,end
2016-05-31 17:36:54,299,100,4,start
2016-05-31 22:06:54,300,104,3,end
2016-05-31 22:06:54,301,104,4,start
2016-06-01 04:06:54,302,110,2,end
2016-06-01 04:06:54,303,110,3,start
2016-06-01 11:06:54,304,128,1,end
2016-06-01 11:06:54,305,128,2,start
2016-06-01 13:06:54,306,112,2,end
2016-06-01 13:06:54,307,112,3,start
2016-06-01 13:36:54,308,117,2,end
2016-06-01 13:36:54,309,117,3,start
2016-06-01 15:06:54,310,122,1,end
2016-06-01 15:06:54,311,122,2,start
2016-06-01 15:36:54,312,118,1,end
2016-06-01 15:36:54,313,118,2,start
2016-06-01 16:06:54,314,95,3,end
2016-06-01 16:06:54,315,95,4,start
2016-06-01 16:06:54,316,107,3,end
2016-06-01 16:06:54,317,107,4,start
2016-06-01 16:36:54,318,103,3,end
2016-06-01 16:36:54,319,103,4,start
2016-06-01 18:06:54,320,119,1,end
2016-06-01 18:06:54,321,119,2,start
2016-06-01 19:06:54,322,120,1,end
2016-06-01 19:06:54,323,120,2,start
2016-06-01 20:36:54,324,130,1,end
2016-06-01 20:36:54,325,130,2,start
2016-06-01 21:36:54,326,127,1,end
2016-06-01 21:36:54,327,127,2,start
2016-06-02 00:36:54,328,132,1,end
2016-06-02 00:36:54,329,132,2,start
2016-06-02 02:06:54,330,123,1,end
2016-06-02 02:06:54,331,123,2,start
2016-06-02 03:06:54,332,114,1,end
2016-06-02 03:06:54,333,114,2,start
2016-06-02 03:36:54,334,125,1,end
2016-06-02 03:36:54,335,125,2,start
2016-06-02 04:06:54,336,116,2,end
2016-06-02 04:06:54,337,116,3,start
2016-06-02 05:36:54,338,129,1,end
2016-06-02 05:36:54,339,129,2,start
2016-06-02 06:36:54,340,111,3,end
2016-06-02 06:36:54,341,111,4,start
2016-06-02 06:36:54,342,121,2,end
2016-06-02 06:36:54,343,121,3,start
2016-06-02 07:06:54,344,115,2,end
2016-06-02 07:06:54,345,115,3,start
2016-06-02 10:06:54,346,105,2,end
2016-06-02 10:06:54,347,105,3,start
2016-06-02 12:36:54,348,138,1,end
2016-06-02 12:36:54,349,138,2,start
2016-06-02 17:06:54,350,109,3,end
2016-06-02 17:06:54,351,109,4,start
2016-06-02 17:36:54,352,113,3,end
2016-06-02 17:36:54,353,113,4,start
2016-06-02 21:06:54,354,136,1,end
2016-06-02 21:06:54,355,136,2,start
2016-06-02 22:36:54,356,108,1,end
2016-06-02 22:36:54,357,108,2,start
2016-06-03 03:36:54,358,128,2,end
2016-06-03 03:36:54,359,128,3,start
2016-06-03 05:06:54,360,133,1,end
2016-06-03 05:06:54,361,133,2,start
2016-06-03 05:36:54,362,106,1,end
2016-06-03 05:36:54,363,106,2,start
2016-06-03 06:06:54,364,2,4,end
2016-06-03 06:06:54,365,2,5,start
2016-06-03 06:06:54,366,8,4,end
2016-06-03 06:06:54,367,8,5,start
2016-06-03 06:06:54,368,9,4,end
2016-06-03 06:06:54,369,9,5,start
2016-06-03 06:06:54,370,11,4,end
2016-06-03 06:06:54,371,11,5,start
2016-06-03 06:06:54,372,13,4,end
2016-06-03 06:06:54,373,13,5,start
2016-06-03 06:06:54,374,18,4,end
2016-06-03 06:06:54,375,18,5,start
2016-06-03 06:06:54,376,20,4,end
2016-06-03 06:06:54,377,20,5,start
2016-06-03 06:06:54,378,22,4,end
2016-06-03 06:06:54,379,22,5,start
2016-06-03 06:06:54,380,25,4,end
2016-06-03 06:06:54,381,25,5,start
2016-06-03 06:06:54,382,27,4,end
2016-06-03 06:06:54,383,27,5,start
2016-06-03 06:06:54,384,28,4,end
2016-06-03 06:06:54,385,28,5,start
2016-06-03 06:06:54,386,32,4,end
2016-06-03 06:06:54,387,32,5,start
2016-06-03 06:06:54,388,35,4,end
2016-06-03 06:06:54,389,35,5,start
2016-06-03 06:06:54,390,36,4,end
2016-06-03 06:06:54,391,36,5,start
2016-06-03 06:06:54,392,39,4,end
2016-06-03 06:06:54,393,39,5,start
2016-06-03 06:06:54,394,44,4,end
2016-06-03 06:06:54,395,44,5,start
2016-06-03 06:06:54,396,51,4,end
2016-06-03 06:06:54,397,51,5,start
2016-06-03 06:06:54,398,53,4,end
2016-06-03 06:06:54,399,53,5,start
2016-06-03 06:06:54,400,54,4,end
2016-06-03 06:06:54,401,54,5,start
2016-06-03 06:06:54,402,57,4,end
2016-06-03 06:06:54,403,57,5,start
2016-06-03 06:06:54,404,59,4,end
2016-06-03 06:06:54,405,59,5,start
2016-06-03 06:06:54,406,61,4,end
2016-06-03 06:06:54,407,61,5,start
2016-06-03 06:06:54,408,63,4,end
2016-06-03 06:06:54,409,63,5,start
2016-06-03 06:06:54,410,64,4,end
2016-06-03 06:06:54,411,64,5,start
2016-06-03 06:06:54,412,66,4,end
2016-06-03 06:06:54,413,66,5,start
2016-06-03 06:06:54,414,69,4,end
2016-06-03 06:06:54,415,69,5,start
2016-06-03 06:06:54,416,70,4,end
2016-06-03 06:06:54,417,70,5,start
2016-06-03 06:06:54,418,71,4,end
2016-06-03 06:06:54,419,71,5,start
2016-06-03 06:06:54,420,72,4,end
2016-06-03 06:06:54,421,72,5,start
2016-06-03 06:06:54,422,74,4,end
2016-06-03 06:06:54,423,74,5,start
2016-06-03 06:06:54,424,75,4,end
